rating,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,"Il le fait seul.La plupart du temps, cela fixe mon orthographe.Mais parfois, il obtient un mot complètement diff.Allez comprendre",,,
ham,Y? Où U à Dogbreath?C'est juste sonner comme Jan C ça ?? s al !!!!!!!!!,,,
ham,Ok je msg u b4 je quitte ma maison.,,,
ham,K je serai là avant 4 ans.,,,
ham,S:) s.nervous & lt; # & gt;:),,,
ham,"Il a beaucoup d'utilisée bébé, mais le modèle n'aide pas.Vous devez le ramener et je vais le faire correspondre",,,
spam,"SMSServices.Pour vos crédits de texteClusive, pls goto www.comk.net login = 3QXJ9 se désabonne à l'arrêt, pas de frais supplémentaires.Aide 08702840625.comkuk.220-cm2 9ae",,,
ham,"Désolé, il est tombé vert, je voulais dire un autre ami voulu & lt; # & gt;la valeur mais il peut ne pas être autour",,,
ham,Résulte sûrement offrira :),,,
ham,Je t'aime tellement tellement u don?,,,
ham,Mon estomac a été à travers tant de traumatisme que je jure que je ne peux pas manger.Je ferais mieux de perdre du poids.,,,
ham,Aucun DA Si vous exécutez qu'il active la version complète DA.,,,
ham,Des cuillères c'est alors d'accord?,,,
ham,Mec ive a vu un lotta corvettes ces derniers temps,,,
ham,"Eh bien, je suis officiellement dans un trou philosophique, alors si tu veux appeler Am à la maison prêt à être sauvé!",,,
ham,Êtes-vous à Castor?Vous devez voir quelque chose,,,
ham,J'aime donner des massages.J'utilise beaucoup d'huile de bébé ... Quelle est votre position préférée?,,,
ham,Votre faglord incroyable,,,
ham,N'a pas de classe tôt demain et ne devrait donc pas essayer de fumer à & lt; # & gt;,,,
ham,Probablement soucieux de l'argent.Les choses arrivent à cause et j'ai plusieurs factures exceptionnelles pour le travail que j'ai fait deux et trois mois.,,,
spam,"Tous les derniers de stéréophoniques, de Marley, de Dizzee Racal, de Libertins et des Strokes!Gagnez les jeux Nookii avec flirt !!Cliquez sur Themob Wap Bookmark ou Text Wap sur 82468",,,
ham,Ne peut pas.Je me sens nauséeux.Je suis tellement énervé.Je n'ai pas mangé de bonbons toute la semaine parce que j'avais l'intention de sortir.J'avais un régime alimentaire toute la semaine.Et maintenant je n'ai pas faim: /,,,
ham,"Hé, vous leur avez donné votre photo lorsque vous vous êtes inscrit à la conduite ah?TMR Wanna Rencontrer à YCK?",,,
ham,En fait j'ai supprimé mon ancien site web..now i m blogging à magicalsongs.blogspot.com,,,
ham,Je suis vraiment désolé je ne voudrais pas bable 2 faire ce vendredi.hope u peut trouver une alternative.Hope Yr terme va bien :-),,,
ham,"Depuis quand, de quel côté, une fièvre et des vomissements.",,,
spam,Que diriez-vous d'entrer en contact avec les gens en attente de la compagnie?Il suffit de revenir sur votre nom et votre âge pour opter!Profitez de la communauté (150p / SMS),,,
ham,Chk dans votre belovd ms dict,,,
spam,Histoires sale et filles qui attendent votre,,,
ham,Vous êtes sûr que vous ne pouvez pas prendre de temps de maladie?,,,
ham,Je ne suis pas sûr du menu de nuit...Je ne connais que le menu midi,,,
ham,Yup i thk donc jusqu'à ce que e shop ferme la ferme.,,,
ham,Hé tu peux payer.Avec salaire de.Seulement & lt; # & gt;.,,,
ham,Yo devine ce que je viens de tomber,,,
ham,26 juillet,,,
ham,"Yetundude Je suis en classe, pouvez-vous ne pas courir de l'eau dessus pour le rendre ok.Pls maintenant.",,,
ham,"Oui, c'est vraiment génial..bhaji a dit le meilleur cricketter Kallis après Sachin dans le monde :). Très difficile à sortir.",,,
ham,"Puyyarikatur, Kolethupalayam, Poste Unjalur, Erode Dissom, & Lt; # & gt;.",,,
ham,"Ya, dit ... Elle demandait que Wats est compte?",,,
ham,"Bon après-midi sur cette journée anniversaire glorieuse, ma douce j !!J'espère que cela vous trouvera heureux et content, ma proie.Je pense à vous et envoyez un baiser taquiner de l'autre côté de la mer des images coaxantes de Souveniers ... vous cougar-stylo",,,
ham,Oui jour.Amy PLM à votre bureau,,,
ham,Bonne année mon homme no.1,,,
ham,"Edison a dit à juste titre, \ Un imbécile peut demander plus de questions qu'un homme sage peut répondre \ ""Maintenant, vous savez pourquoi nous savons que nous sommes tous sans voix pendant VIVA .. GM",,,
spam,"Nous connaissons quelqu'un avec qui vous savez que vous vous fancez.Appelez 09058097218 pour savoir qui.POBOX 6, LS15HB 150P",,,
ham,Êtes-vous disponible pour SOIREE le 3 juin?,,,
ham,Alors vous conduisez lor.,,,
ham,D'accord.Je ne sais pas à quelle heure que ce n'est pas sûr de pouvoir aller à la bibliothèque avant la classe.J'essaierai.On se voit à un moment donné!Avoir une bonne veille.,,,
spam,Quelqu'un que vous savez a demandé à notre service de rencontres 2 vous contacter!Je ne peux pas deviner qui?Appelez le 09058091854 Maintenant tout sera révélé.Po boîte 385 m6 6wu,,,
ham,Aight malade sur fb en quelques minutes,,,
ham,Vous dites ce qui se passe ne vous comportez pas comme ça.Ok pas besoin de dire,,,
ham,Je ne pense pas qu'il a des mains de spatule!,,,
ham,Où nous rencontrons nous?,,,
ham,Aucun cadeau !!Vous essayez de me faire me jeter une falaise ou quelque chose?,,,
spam,Message Informations importantes pour l'utilisateur O2.Aujourd'hui est votre jour de chance!2 Découvrez pourquoi vous connecter à http://www.urawinner.com Il y a une surprise fantastique vous attend.,,,
ham,Ok malade dire à l'entreprise,,,
ham,Hé ... à quelle heure est votre conduite au vendredi?Nous allons pour l'évaluation du vendredi?,,,
ham,Ok.ok ok..then..qui est votre plan d'aujourd'hui,,,
spam,"UR HMV Quiz Cash-Balance est actuellement ?? 500 - Pour optimiser votre argent, envoyez maintenant HMV1 à 86688 seulement 150p / msg",,,
ham,Vous vous réveillez déjà?Merci 4 e tau sar piah c'est assez agréable.,,,
ham,Oh :) comme habituel film Vijay ou son différent?,,,
ham,Bébé ? Je t'ai perdu ... :-(,,,
ham,Ok je vais changer aussi ...,,,
ham,Hé!Il y a une pizza Veggie ...: /,,,
ham,Bien.Im informatiser.Il est temps de faire des truffes oréo,,,
ham,"Oui, nous pouvons probablement balancer une fois que mon colocataire se termine avec sa fille",,,
ham,"A-t-il dit à quel point je suis fantastique à ma chance ou quoi que quelque chose ait besoin d'un ascenseur de vie plus grand comme la perte de la volonté 2 en direct, pensez-vous que je serais la première personne 2 mourir de N V Q?",,,
ham,"K donnez-moi une seconde, brisant A & LT; # & gt;au cstore",,,
ham,Tous viendront en vie.,,,
ham,Oke ... ... ...,,,
ham,"Allez jusqu'à Jurong Point, fou .. Disponible uniquement à Bugis N Great World La e Buffet ... Cine Il a eu Amore Wat ...",,,
ham,Selon votre demande 'Melle Melle (Oru Minnununginte Nurungu Vettam)' a été définie comme votre Callertune pour tous les appelants.Appuyez sur * 9 pour copier vos amis appelertune,,,
ham,J'ai une date dimanche avec la volonté !!,,,
ham,Je vais essayer pendant 2 mois ha ha que plaisante,,,
ham,"Je suis de retour et amp;Nous emballons la voiture maintenant, je vous ferai savoir s'il y a de la place",,,
ham,Yup ... ok je rentre à la maison regarde les horaires puis je msg? _ Encore ... Xuhui va apprendre le 2e mai aussi mais sa leçon est à 8h,,,
spam,07732584351 - Rodger Burns - Msg = Nous avons essayé de vous appeler votre réponse à nos SMS pour un caméscope gratuit Nokia Mobile + gratuit.S'il vous plaît appelez maintenant 08000930705 pour la livraison demain,,,
ham,Tu ne sais pas à quel point je suis têtu.Je ne voulais même pas aller à l'hôpital.Je n'arrêtais pas de dire que je ne suis pas une ventouse faible.Les hôpitaux sont pour des suceurs faibles.,,,
spam,"Félicitations!1 an Spécial Cinema Pass pour 2 est le vôtre.Appelez 09061209465 Maintenant!C Superman V, matrice 3, Star Wars 3, etc tous les 4 GRATUIT!BX420-IP4-5We.150pm.Ne manquez pas!",,,
ham,"Désolé, mes colocataires ont pris pour toujours, ça va si je viens maintenant?",,,
ham,Wah chanceux mec ... alors peut économiser de l'argent ... Hee ...,,,
ham,J'aime beaucoup vos peuples :) mais je suis très timide pa.,,,
ham,Yup prochain arrêt.,,,
ham,Désolé d'être embêtant.Est-ce que ça va si nous nous rencontrons une autre nuit?J'ai passé la fin de l'après-midi à la victime et cela signifie que je n'ai fait aucun de Y Stuff42moro et cela inclut toutes mes feuilles de temps et cela.Pardon.,,,
ham,"Salut.Wk a été ok - sur les hols maintenant!Oui sur un peu de course.J'ai oublié que j'ai un rendez-vous de coiffeurs à quatre ans, alors besoin de rentrer à la maison n douche à l'avance.Cela cause-t-il prob u? \ ""
jambon""",,,
ham,Merci beaucoup pour vos voeux pour mon anniversaire.Merci de faire mon anniversaire vraiment mémorable.,,,
ham,Je vais bien avec c'est parce que j'aime 2 essayer de nouvelles choses.Mais j'ai peur que tu aimes mah.Cos tu as dit pas trop fort.,,,
spam,PRIVÉ!Votre relevé de compte 2004 pour 07742676969 indique 786 points bonus non à neuf.Pour réclamer un appel 08719180248 Code d'identifiant: 45239 expire,,,
ham,"Juste pour que vous sachiez, Toujours n'a pas encore envoyé de l'argent.Je viens de lui envoyer un texte à ne pas déranger l'envoi.Donc, c'est fini, vous n'avez pas à vous impliquer dans quoi que ce soit.Je n'aurais pas dû s'imposer de rien sur vous en premier lieu pour cela, je m'excuse.",,,
spam,"Sunshine Quiz Wkly Q!Gagnez un haut lecteur DVD Sony si vous savez quel pays l'Algarve est dans?Txt ansr à 82277. ?? 1,50 SP: Tyrone",,,
ham,"K, envoyez-moi du texte quand vous êtes sur le chemin",,,
ham,Umma.Will appelle après l'enregistrement. Notre vie va commencer par qatar alors prier très fort.,,,
ham,"Vous êtes partout la saleté, sur le sol, les fenêtres, même sur ma chemise.Et parfois, quand j'ouvre ma bouche, vous êtes tout ce qui se passe.Je rêve de mon monde sans toi, alors la moitié de mes corvées sont trop.Une heure de joie pour moi, beaucoup d'émissions de télévision Voir.Mais je suppose que comme toutes les choses que vous devez simplement exister, comme la pluie, la grêle et la brume, et quand mon temps ici est fait, vous et moi devenons un.",,,
ham,Nouvelle voiture et maison pour mes parents.:)i avoir seulement un nouvel emploi à la main :),,,
ham,Grande évasion.Je fantais le pont mais j'ai besoin de sa lager.On se voit tomo,,,
ham,Faites-moi savoir quand vous avez l'argent pour que Carlos puisse faire l'appel,,,
ham,d'accord.Je suis un gentleman et je vous traiterai de dignité et de respect.,,,
ham,Je suis arrivé à la maison.Je vais me baigner en premier.Mais mon SIS utilisant net vous dit quand elle finit ...,,,
ham,As-tu eu cette histoire de personnes,,,
ham,Goodmorning dormir ga.,,,
ham,"Quoi de neuf Bruv, j'espère que vous avez passé une bonne pause.Ont un semestre enrichissant.",,,
ham,Facile ah? Sen a choisi signifie que c'est bon ..,,,
spam,"500 nouveaux mobiles de 2004, doivent aller!TXT: Nokia to No: 89545 & Ramassez le vôtre aujourd'hui! De seulement ?? 1 www.4-tc.biz 2OPTOUT 087187262701.50GBP / MTMSG18",,,
ham,Cher nous allons à notre endroit en caoutchouc,,,
ham,"Nouvelle théorie: l'argument gagne la situation D, mais perd la personne.Alors ne discutez pas avec vos amis .. ....coupez-les et;Dis, je suis toujours correct.!",,,
ham,Trop tard.J'ai dit que j'ai le site web.Je n'ai pas eu ou n'avais pas les pantoufles,,,
ham,Qu'est-ce que tu fais? Comment allez-vous?,,,
ham,"Je suis garé à côté d'une mini !!!!Quand venez-vous aujourd'hui, pensez-vous?",,,
ham,"Pas encore sûr, essayant toujours de l'obtenir",,,
ham,"USF Je suppose, pourrait aussi bien prendre 1 voiture",,,
ham,Vous avez appelé un outil?,,,
ham,salut bébé im cruisin avec ma petite amie qu'est-ce que je suis up 2?Donnez-moi un appel et une heure à la maison si c'est bien ou fone moi sur ce fone maintenant love jenny xxx,,,
ham,J'ai accidentellement supprimé le message.Renvoyer s'il vous plaît.,,,
ham,"Merde qui est vraiment choquante et effrayante, je ne peux pas imaginer une seconde.Defer pour la soirée.Pensez-vous qu'il y a quelque part que je pouvais planter pour la nuit, économiser sur le taxi?",,,
spam,"THEMOB> Découvrez notre plus récente sélection de contenu, de jeux, de tons, de commérages, de babes et de sport, gardez votre ajustement mobile et votre texte funky wap à 82468",,,
ham,K.K :) Advance Happy Pongal.,,,
ham,cud u dites ppl im gona b un peu l8 cos 2 bus ont dépassé parce qu'ils étaient pleins et j'attends toujours 4 1. Pete X,,,
ham,Je lis le texte que je viens de vous envoyer.Son destiné à être une blague.Alors lisez-le dans cette lumière,,,
ham,"Frais.Alors, comment ça se passe-t-il pas encore allé et dîné avant?",,,
ham,Je ne suis pas intéressé à faire comme ça.,,,
ham,"Nah ne peut pas vous aider là-bas, je n'ai jamais eu d'iPhone",,,
spam,"Votre bilan de caisse est actuellement de 500 livres - pour maximiser votre argent, envoyez maintenant de l'argent à 86688 seulement 150p / msg.CC: 08708800282 HG / Suite342 / 2lands Row / W1J6HL",,,
ham,"Bonjour Sunshine!Quel est l'aube ce jour-là?Sommes-nous rafraîchis et heureux d'être vivants?Est-ce que nous respirons dans l'air et souris?Je pense à toi, mon amour ... comme toujours",,,
ham,Je vais vous gâter dans le lit aussi :),,,
ham,Garder mon payasam là si rinu apporte,,,
ham,Il a fallu M. hibou 3 licks,,,
ham,Matin que je peux bien.,,,
ham,Hmmm ... k ... mais je veux changer le champ rapidement da :-) Je veux obtenir l'administrateur système ou l'administrateur réseau ..,,,
ham,Tout allait bien jusqu'à ce que la classe légèrement désastreuse Ce PM avec mes chéris favoris!Hope jour de congé ok.Le café sera bon comme ne peut pas rester tard demain.Même temps + endroit comme toujours?,,,
ham,Ramener à la maison quelques wendy = d,,,
ham,"Oui :) De la semaine dernière elle-même, je prends un appel en direct.",,,
ham,Toute douleur sur la miction toute autre chose?,,,
ham,Vous êtes disponible maintenant?Je suis comme juste autour de Hillsborough & Amp.& lt; # & gt;e,,,
ham,Vous étiez censé me réveiller & gt; :(,,,
ham,Lol ... Avez-vous fait des projets pour de nouvelles années?,,,
ham,Si SI.Je pense que je vais aller faire ces truffes Oreo.,,,
spam,"MODGDCentre Orange Client, vous pouvez maintenant réclamer votre mise à niveau gratuite de téléphone d'appareil photo pour votre fidélité.Appelez maintenant le 0207 153 9153. Offre se termine le 26 juillet.T & C s'applique.Opt-out disponible",,,
ham,Il y a beaucoup d'entreprise.Dis-moi la langue.,,,
ham,Je t'aime aathi..love u beaucoup ..,,,
ham,Merci bébé!J'ai hâte de goûter la vraie chose ...,,,
ham,"Désolé mérir mon compte est sec ou je le ferais, si vous voulez que nous puissions échanger la moitié ou que je pouvais acheter une merde avec ma carte de crédit",,,
ham,Certains d'entre eux ont dit à accenturer n'est pas confirmer.Est-ce vrai.,,,
spam,"+123 Félicitations - Dans la concurrence de cette semaine, vous avez remporté le prix ?? 1450 à la revendication Appelez simplement le 09050002311 B4280703.T & CS / SMS STOP 08718727868. Plus de 18 seulement 150ppm",,,
ham,Prabha..Je suis désolé..really..from coeur je suis désolé,,,
ham,"Ainsi, le transport est moins problématique que la nuit samedi.Au fait, si vous voulez demander à N de rejoindre mon bday, n'hésitez pas.Mais il faut connaître des NO définies comme réservation sur le vendredi.",,,
ham,Salut je ne vais pas b ard 4 Noël.Mais profitez-en n joyeux x'mas.,,,
ham,Gudnite .... tc ... la pratique continue,,,
ham,"Je suis à Tirupur da, une fois que vous avez commencé, appelez-moi.",,,
ham,Je sais mais vous devez obtenir l'hôtel maintenant.Je viens de recevoir mon invitation mais je devais m'excuser.Cali est trop gentil pour que je vienne à un mariage d'anglais Blake,,,
ham,"D'accord.Chaque nuit, prenez une baignoire chaude, buvez une tasse de lait et vous verrez une œuvre de magie.Vous avez toujours besoin de perdre du poids.Juste pour que tu saches",,,
ham,Salut msg me :) je suis au bureau ..,,,
ham,"Donc, de toute façon, vous pouvez aller à votre gymnase ou autre chose, mon amour * sourit * J'espère que tu es ok et d'avoir une bonne journée bébé ... tu me manques tellement",,,
ham,Nope j'attends dans Sch 4 Daddy ...,,,
ham,Ok quand même pas besoin de changer avec ce que vous avez dit,,,
ham,Ya srsly mieux que toi,,,
ham,Je suis génial!Comment vas-tu?,,,
ham,"En parlant, il a encore de l'argent?",,,
ham,"C'est bon, Imma obtenir un verre ou une quelque chose.Veux que je vienne te trouve?",,,
ham,Il aime pas v choc leh.Cos dire que Shuhui est comme dire à Leona aussi.Comme DAT Presque tous savent Liao.Il a demandé de me demander votre réaction.,,,
ham,"Désolé, non, j'ai peu de choses à faire.peut être dans pub plus tard.",,,
ham,S'il vous plaît ne dites pas comme ça.Salut salut salut,,,
ham,Quand? _ Login Date Time ... Papa chercher? _ Accueil maintenant?,,,
